original_text,encrypted_text,key,cipher_type
machine learning can be applied to cryptanalysis,kzwaqgr srzcgqgi wzg nr zxxsqrj pe wcuxpzgzsuvqv,znwjrfiaqtoskgexdcvpyhmbul,substitution
hello world this is a test message,yzxxi eifxn hytm tm l hzmh wzmmljz,lopnzvjytdgxwqibsfmhcaekru,substitution
the caesar cipher is one of the oldest encryption methods,wep rqplqt rgyept gl bop bh wep bzdplw portiywgbo jpwebdl,qmrdphaegxvzjobyntlwufcsik,substitution
modern cryptography uses complex mathematical algorithms,gqumac daoxbqjavxho fwmw dqgxnmr gvbhmgvbtdvn vnjqatbhgw,vydumijhtszngcqxeawbflprok,substitution
machine learning can be applied to cryptanalysis,yzeqgia dazvigil ezi xa zbbdgaf oj evhbozizdhrgr,zxefaklqgcpdyijbuvromtnwhs,substitution
substitution ciphers replace each letter with another,rscrqeqsqedt belugpr pglwfbg gfbu wgqqgp oequ ftdqugp,fcbhgixuejmwztdlnprqskoayv,substitution
machine learning can be applied to cryptanalysis,jmiwxpo nomdpxpg imp lo mbbnxoy fc idqbfmpmnqhxh,mliyorgwxztnjpcbedhfkusvqa,substitution
frequency analysis is a powerful cryptanalytic technique,docmecixa zizgarsr sr z jubcodeg xoajnzizgansx ncxqismec,zfxvcdtqslhgkiujmorneybwap,substitution
substitution ciphers replace each letter with another,akcaxgxkxgfp ogzevya yvzqjov vjoe qvxxvy bgxe jpfxevy,jcotvuregsmqdpfzhyaxkibwnl,substitution
hello world this is a test message,tbjja yahjw xtcm cm q xbmx fbmmqib,qpzwbnitcorjfvagkhmxelysud,substitution
machine learning can be applied to cryptanalysis,gauozex sxarezel uae ix ammszxb yf urjmyaeasjqzq,aiubxwlozdpsgefmvrqytkchjn,substitution
hello world this is a test message,gpooe dehob xglu lu k xpux qpuukcp,kvfbpacglnwoqyeirhuxsmdtjz,substitution
the quick brown fox jumps over the lazy dog,pml xthva wrbnd fbq jtcig belr pml ousk zby,uwvzlfymhjaocdbixrgptenqks,substitution
vigenere cipher uses a keyword for encryption,guormrzr buexrz ywrw f drjltzv htz rmbzjenutm,fibvrhoxusdacmtepzwnyglqjk,substitution
cryptography is the practice of secure communication,odtrepvdurkt il ekq rduoeioq pc lqoadq opzzawioueipw,umojqcvkingfzwprydleabshtx,substitution
the quick brown fox jumps over the lazy dog,xwm jgbay qlesz oec dgfui etml xwm pkrn veh,kqavmohwbdypfzeujlixgtscnr,substitution
frequency analysis is a powerful cryptanalytic technique,wykjekcxg icirghah ah i ouzkywer xygobicirgbax bkxmcajek,ilxskwqmatdrpcuojyhbevzngf,substitution
breaking ciphers requires understanding patterns,fmctnjxz gjwpcmi mcyejmci exlcmistxljxz wtsscmxi,tfglcdzpjhnqvxowymisekurba,substitution
machine learning can be applied to cryptanalysis,cuaqdvo wousvdvt auv jo unnwdoz yg asbnyuvuwbfdf,ujazoxtqdmpwcvgnisfylrhebk,substitution
the quick brown fox jumps over the lazy dog,uxc wgjil nhvsz ovm bgtra vdch uxc pfek qvy,fniqcoyxjblptzvrwhaugdsmke,substitution
cryptography is the practice of secure communication,nfpvhdgfrvep qb hem vfrnhqnm du bmnkfm ndsskaqnrhqda,rznwmugeqjocsadvifbhklxtpy,substitution
frequency analysis is a powerful cryptanalytic technique,dahsjhque gqgkecvc vc g tlyhadjk uaetogqgkeovu ohufqvsjh,gxuphdifvzmknqltsacojrybew,substitution
hello world this is a test message,hjxxa wadxs ihln ln c ijni qjnncbj,coesjmbhlrvxqgatfdnikzwyup,substitution
cryptography is the practice of secure communication,zrkimofrgiqk hx mqn irgzmhzn ow xnzyrn zollyphzgmhop,guzanwfqhdcvlpoijrxmysbtke,substitution
cryptography is the practice of secure communication,ehznvmghunpz rx vpy nhuevrey mw xyeohy emjjotreuvrmt,ufeiywgprskajtmnlhxvoqdbzc,substitution
modern cryptography uses complex mathematical algorithms,chpjfb aflxihnfrxzl vyjy ahcxmjd crizjcrigarm rmnhfgizcy,rqapjunzgowmcbhxkfyivtsdle,substitution
the quick brown fox jumps over the lazy dog,fyt impra bknxv gne qmosu ndtk fyt zwlj hnc,wbrhtgcypqazovnsikufmdxejl,substitution
breaking ciphers requires understanding patterns,docluvnr hvfmcoi ocwkvoci knbcoialnbvnr flaaconi,ldhbcermvgujynxfwoiakstzpq,substitution
vigenere cipher uses a keyword for encryption,mqrbcbkb jqhzbk nxbx y lbtfeka oek bcjkthgqec,ydjaborzqslvpcehukxgnmfwti,substitution
substitution ciphers replace each letter with another,zwnzaxawaxbo pxjmqfz fqjgspq qspm gqaaqf exam sobamqf,snpkqhimxvdgyobjufzawtecrl,substitution
machine learning can be applied to cryptanalysis,rphaiql klptqiqm hpq dl pyykilc fg htvyfpqpkvjij,pdhclzmaiswkrqgybtjfnuexvo,substitution
machine learning can be applied to cryptanalysis,ksyjlnq oqsvnlng ysn pq sffolqe wt yvdfwsnsodili,spyeqagjlmcokntfzviwbruhdx,substitution
the caesar cipher is one of the oldest encryption methods,pqk vgkmgj vldqkj lm suk sc pqk siokmp kuvjedplsu bkpqsom,ghvokctqlyfibusdajmpwxzner,substitution
the quick brown fox jumps over the lazy dog,oja hpewg tuisx cif rpykv iqau oja lbzm din,btwdacnjerglyxikhuvopqsfmz,substitution
machine learning can be applied to cryptanalysis,srzomap lprxamai zra wp rgglmpk nq zxvgnrarlvumu,rwzkphiomyblsaqgcxunetdfvj,substitution
vigenere cipher uses a keyword for encryption,cmarlrer hmixre poro z krsdjeg fje rlhesitmjl,zyhgrfaxmvkbuljineotpcdwsq,substitution
substitution ciphers replace each letter with another,uxrubtbxbtip etvshlu lhvojeh hjes ohbbhl wtbs jpibshl,jrekhycstmqodpivglubxfwazn,substitution
machine learning can be applied to cryptanalysis,gojktyz izonytyp joy dz obbitze xv jnhbxoyoihftf,odjezupktcmigyvbsnfxlawrhq,substitution
machine learning can be applied to cryptanalysis,tylaxbv zvymbxbo lyb wv ysszxvj dh lmpsdybyzprxr,ywljvuoaxeiztbhsfmrdkqcnpg,substitution
modern cryptography uses complex mathematical algorithms,msjwot xodplsyozpid hfwf xsmpnwv mzliwmzluxzn znysoulimf,zbxjwkyiuganmtspcoflhqrvde,substitution
modern cryptography uses complex mathematical algorithms,gjpmcs wcaoijvcyoza dhmh wjgobmu gyizmgyilwyb ybvjclizgh,ykwpmxvzltnbgsjoechidqruaf,substitution
the caesar cipher is one of the oldest encryption methods,mri gwitwl gnqril nt yci yk mri yxhitm icglpqmnyc jimryht,wughikdrnboxjcyqsltmeazfpv,substitution
machine learning can be applied to cryptanalysis,klfygqp spljqgqw flq bp lzzsgpd ah fjizalqlsiogo,lbfdpmwygrcskqhzejoaxunvit,substitution
vigenere cipher uses a keyword for encryption,tqxfefif hqvnfi opfp u dfrygim kgi fehirvjqge,uchmfkxnqsdwbegvlipjotyzra,substitution
breaking ciphers requires understanding patterns,twbnqiol viaxbwd wbjriwbd rohbwdznohiol anzzbwod,ntvhbylxicqpfoeajwdzrsmgku,substitution
substitution ciphers replace each letter with another,xjhxrdrjrdpn cditlax aliqkcl lkct qlrrla mdrt knprtla,khculgvtdsyqznpifaxrjwmboe,substitution
the caesar cipher is one of the oldest encryption methods,tsb kmbzmi kflsbi fz gnb go tsb gaxbzt bnkijltfgn qbtsgxz,mekxboysfucaqngldizthwrvjp,substitution
substitution ciphers replace each letter with another,gtnglhltlheb chxqpag apxofcp pfcq opllpa dhlq fbelqpa,fncrpzkqhwjoibexuagltsdmvy,substitution
the quick brown fox jumps over the lazy dog,bih gnjor xyvpl mvq entza vfhy bih skud wvc,kxowhmcijerstlvzgyabnfpqdu,substitution
frequency analysis is a powerful cryptanalytic technique,xbdzldoak popwkjgj gj p eqrdbxlw abkefpopwkfga fdahogzld,psaidxuhgytwcoqezbjflmrnkv,substitution
hello world this is a test message,xmsse heysd jxfo fo c jmoj vmooczm,crndmbzxflqsvwepiyojughkat,substitution
hello world this is a test message,ofuud kdjui coqe qe m cfec tfeemxf,msgifnxoqvyutbdlwjecpakzrh,substitution
machine learning can be applied to cryptanalysis,wajcmtq kqaitmtb jat dq allkmqg fr jiulfatakunmn,adjgqxbcmvskwtrlhinfpozeuy,substitution
cryptography is the practice of secure communication,slkoybhltoek zp yeu oltsyzsu bj pusqlu sbffqazstyzba,tgsvujhezrinfaboclpyqxmdkw,substitution
frequency analysis is a powerful cryptanalytic technique,cozqxznah iniyhjtj tj i sbuzocxy aohseiniyheta ezawntqxz,idavzckwtfrymnbsqojexgulhp,substitution
machine learning can be applied to cryptanalysis,bovzime leoumimj vom fe occliex ds vuqcdomolqyiy,ofvxewjziktlbmscnuydgharqp,substitution
breaking ciphers requires understanding patterns,sjvizhkd thxevja jvnwhjva wkyvjagikyhkd xiggvjka,istyvqdehmzobkuxnjagwrpflc,substitution
vigenere cipher uses a keyword for encryption,yjktotnt ijgmtn sltl c xtqdena ren toinqgwjeo,cfiatrkmjuxhvoegpnlwsydbqz,substitution
machine learning can be applied to cryptanalysis,vdrlpof wfduopoy rdo hf dbbwpfc zj ruebzdodwenpn,dhrcfgylpqawvojbkunzixtsem,substitution
modern cryptography uses complex mathematical algorithms,sotpye myrjdoxyzjir fcpc mosjwph szdipszdlmzw zwxoyldisc,zbmtpuxilgqwseojnycdfkvhra,substitution
vigenere cipher uses a keyword for encryption,khzgjgqg whdigq uxgx v tgrpnqm ynq gjwqrdshnj,vowmgyzihbtcajndeqxsukplrf,substitution
breaking ciphers requires understanding patterns,skzmnyei xyjhzka kzqcykza cepzkavmepyei jmvvzkea,msxpzlihydnbfewjqkavcotugr,substitution
hello world this is a test message,seppm umkpv qsit it r qetq jettrce,rzlvewcsihopjbmdnktqyaugxf,substitution
hello world this is a test message,ayffd bdnfh eair ir t eyre myrrtpy,tuchyjpaivwfmqdgxnreklbszo,substitution
machine learning can be applied to cryptanalysis,rlkfxib jblcixio kli gb lttjxbu sn kcvtsliljvhxh,lgkubqofxzpjrintwchsydamve,substitution
breaking ciphers requires understanding patterns,auicgflp wftmiuz uiebfuiz blsiuzjclsflp tcjjiulz,cawsinpmfygohlvteuzjbxqdrk,substitution
machine learning can be applied to cryptanalysis,kxepuav fvxyauac exa nv xbbfuvd hr eylbhxaxflgug,xnedvjcpuoifkarbzyghsmtqlw,substitution
hello world this is a test message,ayggw xwfgi patz tz v pyzp nyzzvry,vcjiyoratdegnbwqlfzpshxmku,substitution
cryptography is the practice of secure communication,vyahmeqyphla ju mld hypvmjvd ex udvnyd veiincjvpmjec,psvwdxqljzgbicehkyumntrfao,substitution
modern cryptography uses complex mathematical algorithms,afhvnp enobrftncbmo xjvj efabdvk acrmvacrsecd cdtfnsrmaj,cyehvltmsqzdapfbinjrxgukow,substitution
vigenere cipher uses a keyword for encryption,qlwymysy bluays dtyt k xygersh vrs ymbsguilrm,kcbhyvwalfxpjmruostidqezgn,substitution
substitution ciphers replace each letter with another,fanfsbsasbjp xbzdlyf ylzeoxl loxd elssly tbsd opjsdly,onxmlcgdbkrehpjzqyfsautvwi,substitution
hello world this is a test message,jfllv avdlk rjpt pt h rftr eftthyf,hbckfxyjpqwlezvmsdtrnuagio,substitution
machine learning can be applied to cryptanalysis,ncyvdsz azcgsdsk ycs iz cjjadzf hw ygpjhcscaptdt,ciyfzxkvdbeanswjmgthqluopr,substitution
breaking ciphers requires understanding patterns,hlvyctsp qtwovlz lvietlvz esjvlzmysjtsp wymmvlsz,yhqjvgpotdckbsxwilzmerfanu,substitution
the quick brown fox jumps over the lazy dog,pho dbvtr lxwce nwz ubfgs waox pho qjiy kwm,jltkonmhvurqfewgdxspbaczyi,substitution
cryptography is the practice of secure communication,qeizxnleuzbi fp xbh zeuqxfqh nw phqseh qnggsjfquxfnj,uvqthwlbfkcdgjnzmepxsaoriy,substitution
frequency analysis is a powerful cryptanalytic technique,hrlbnlecu yeyiutkt kt y qsglrhni cruqdyeyiudkc dlcoekbnl,yxcjlhaokpmizesqbrtdnfgvuw,substitution
vigenere cipher uses a keyword for encryption,egrocoho sgnaoh zkok i xoublhv plh ocshunyglc,iqsvopragdxjtclnmhkyzebfuw,substitution
the quick brown fox jumps over the lazy dog,sim okcqr ftjhw xjp nkzga jemt sim yvbd lju,vfqlmxuicnryzwjgotaskehpdb,substitution
breaking ciphers requires understanding patterns,savyghlo thkjvad aviehavd elrvadfylrhlo kyffvald,ystrvqojhbgxwlnkiadfezmucp,substitution
vigenere cipher uses a keyword for encryption,bwmqcqsq rwfoqs eyqy t gqjnpsz lps qcrsjfxwpc,tdrzqlmowagkvcpfusyxebnhji,substitution
the quick brown fox jumps over the lazy dog,mhr ufceb lgkow zkj dfqna kprg mhr tvsi ykx,vleyrzxhcdbtqwknugamfpojis,substitution
cryptography is the practice of secure communication,cmlexqhmaetl zd xtp emacxzcp qv dpcrmp cqjjrozcaxzqo,agcupvhtzfnkjoqebmdxrsywli,substitution
modern cryptography uses complex mathematical algorithms,ahbltv utrgxhdtfgjr yqlq uhagmln afxjlafxsufm fmdhtsxjaq,foublcdjskwmavhgetqxypinrz,substitution
modern cryptography uses complex mathematical algorithms,gafhco lcsvyakcqvrs tehe lagvwhb gqyrhgqymlqw qwkacmyrge,qulfhxkrmziwgoavnceytjpbsd,substitution
breaking ciphers requires understanding patterns,xvtsawgy pwkjtvh vtzfwvth fgrtvhdsgrwgy ksddtvgh,sxprtuyjwlamcgekzvhdfqboin,substitution
the caesar cipher is one of the oldest encryption methods,uvf icfrcq idhvfq dr sef st uvf sokfru feiqghudse lfuvskr,cjikftnvdpxoleshmqruwbzyga,substitution
hello world this is a test message,xqjjd sdhjv wxne ne g wqew lqeegoq,gfbvquoxnikjlrdpthewzcsyam,substitution
breaking ciphers requires understanding patterns,jqckolge zlvrcqa qcxblqca bgfcqaukgflge vkuucqga,kjzfcserlyowtgdvxqaubhmipn,substitution
frequency analysis is a powerful cryptanalytic technique,pirtxrdbq hdhnqgvg vg h cfsripxn biqcahdhnqavb arbydvtxr,hzbmrplyvwunodfctigaxjseqk,substitution
substitution ciphers replace each letter with another,rdgrvzvdvzmc hzajsxr xsaqphs sphj qsvvsx wzvj pcmvjsx,pghuskfjzytqlcmaixrvdbweon,substitution
the quick brown fox jumps over the lazy dog,vxn ilgaf ypobs toz ulhkc oqnp vxn drem jow,ryajntwxgufdhsokipcvlqbzme,substitution
frequency analysis is a powerful cryptanalytic technique,qwixeisgf msmpfkak ak m nbdiwqep gwfnvmsmpfvag vigusaxei,moghiqjualypzsbnxwkverdtfc,substitution
modern cryptography uses complex mathematical algorithms,pwkmcr gchyawjcoydh vxmx gwpysmb poadmpoaugos osjwcuadpx,ozgkmqjdultsprwyecxavnibhf,substitution
cryptography is the practice of secure communication,tsuhpwfschqu yn pqj hsctpytj wb njtzsj twvvzmytcpywm,cxtdjbfqygoevmwhksnpzlriua,substitution
frequency analysis is a powerful cryptanalytic technique,jlipkieza oeovayfy fy o grtiljkv zlaghoeovahfz hizqefpki,ouzbijsqfxnvwergplyhkctdam,substitution
hello world this is a test message,izssn onasd micw cw k mzwm lzwwkhz,kjbdzrhicpuslgntqawmfyoevx,substitution
breaking ciphers requires understanding patterns,mbynzkvu dklhybs bygckbys cvxybsfnvxkvu lnffybvs,nmdxywuhkezrqvalgbsfcopjti,substitution
machine learning can be applied to cryptanalysis,gshwqpy uystpqpi hsp oy skkuqya ev htbkespsubdqd,sohayliwqfxugpvkctdermnzbj,substitution
frequency analysis is a powerful cryptanalytic technique,friytiwoc bwbkcgzg zg b ehxirftk orcepbwbkcpzo piojwzyti,bmolifqjznskawheyrgptvxdcu,substitution
hello world this is a test message,jouuf sfwuy ajlm lm k aoma bommkgo,kdeyohgjlcpubvftxwmarnsizq,substitution
hello world this is a test message,grwwv hvjwe mgib ib t mrbm urbbtor,tkyerlogiscwupvnqjbmdahfxz,substitution
hello world this is a test message,lmhha sawhj blkc kc g bmcb emccgfm,gqxjmyflknphedauiwcbvzsrot,substitution
the quick brown fox jumps over the lazy dog,log iefph sqjuk tjd rewzb jmgq log ncyx vja,cspvgtaofrhnwkjziqblemudxy,substitution
the caesar cipher is one of the oldest encryption methods,pvg bygwyr bmovgr mw ilg it pvg izsgwp glbrkopmil ugpvisw,yebsgtjvmnczulioxrwpadfqkh,substitution
breaking ciphers requires understanding patterns,cmlnxfra zfvklmg mliefmlg erslmgunrsfra vnuulmrg,nczsljakfoxybrhvimgueptdqw,substitution
frequency analysis is a powerful cryptanalytic technique,xqfblfkta ikinaoso so i ycwfqxln tqayuikinaust uftjksblf,igtpfxhjsdmnekcybqoulzwvar,substitution
substitution ciphers replace each letter with another,xodxigioigwh qgsjcpx pcsuyqc cyqj uciicp rgij yhwijcp,ydqzcenjgbfukhwsapxiolrmvt,substitution
the quick brown fox jumps over the lazy dog,cwu smtli hpyjf byn vmqga yeup cwu koxd zyr,ohlzubrwtvikqfygspacmejndx,substitution
frequency analysis is a powerful cryptanalytic technique,ldvnavtej gtgzjyby by g wxcvdlaz edjwugtgzjube uvemtbnav,giesvlkmbpozftxwndyuahcqjr,substitution
frequency analysis is a powerful cryptanalytic technique,ljdctdfzw pfpbwygy gy p qaxdjltb zjwqkpfpbwkgz kdzufgctd,pnzrdliugsebofaqcjyktvxhwm,substitution
